"lang" 
{ 
	"Language" "czech" 
	"Tokens" 
	{
		"Citadel_Dashboard_BuildVersion"	"Build {d:buildNumber} – {s:buildTime}"
		"citadel_settings_light_sensitivity_mode_desc"	"Umožňuje redukovat blikání a stroboskopické efekty. Cílem je učinit hru příjemnější na pohled, ale některé efekty zůstanou tak jako tak."
		"citadel_settings_apply"						"Uložit nastavení"
		"citadel_settings_videodefaults"				"Obnovit na výchozí"
		"citadel_settings_enable_console"				"Povolení konzole"
		"citadel_settings_enable_console_tooltip"		"Toto nastavení mohou přepsat možnosti spuštění hry jako „-dev“ nebo „-console“."
		"citadel_settings_streamer_mode"				"Režim streamování"
		"citadel_settings_streamer_mode_tooltip"		"Umožňuje skrýt jména hráčů v zápasech i v hlavní nabídce. Výjimkou jsou profilové karty hráčů, kde jména zůstanou viditelná."
		"citadel_camera_pitch_inverted"					"Převrácení pohybu myši"
		"citadel_camera_zoom_is_toggle"					"Přiblížení stiskem místo držení"
		"citadel_enable_ping_indicator"					"Povolit indikátor ukazovátka"
		"citadel_settings_alt_cast_mode"				"Režim sesílání schopností na sebe:"
		"citadel_settings_alt_cast_double_tap"			"Dvojím stisknutím"
		"citadel_settings_alt_cast_double_tap_tooltip"	"Danou schopnost sešleš sám na sebe, když dvakrát stiskneš její klávesovou zkratku."
		"citadel_settings_alt_cast_modifier_key"		"Skrze modifikační klávesu"
		"citadel_settings_alt_cast_modifier_key_tooltip"	"Danou schopnost sešleš sám na sebe, když podržíš modifikační klávesu a stiskneš klávesovou zkratku schopnosti."
		"citadel_settings_alt_cast_press_and_hold"		"Stiskem a podržením"
		"citadel_settings_alt_cast_press_and_hold_tooltip"		"Danou schopnost sešleš sám na sebe, když krátce podržíš její klávesovou zkratku."
		"citadel_settings_alt_cast_select_then_alt_cast_key" "Skrze klávesu"
		"citadel_settings_alt_cast_select_then_alt_cast_key_tooltip" "Danou schopnost sešleš sám na sebe, když ji vybereš a stiskneš klávesovou zkratku pro seslání na sebe."
		"citadel_settings_resolution_size"				"Rozlišení"
		"citadel_settings_resolution_display_mode"		"Režim okna"
		"citadel_settings_window"						"V okně"
		"citadel_settings_fullscreen"					"Celá obrazovka"
		"citadel_settings_fullscreenbrightness"			"Jas v režimu celé obrazovky"
		"citadel_settings_borderless"					"V okně (bez okraje)"
		"citadel_settings_chat_ptt"						"Push-to-Talk"
		"citadel_settings_chat_openmic"					"Aktivace hlasem"
		"citadel_settings_monitor_mic"					"Naslouchání mikrofonu"
		"citadel_settings_streamlined_mic"				"Zjednodušené fungování mikrofonu"
		"citadel_settings_chat_invert_ping"				"Obrácené fungování ukazovátka"
		"citadel_settings_mousesensitivity"				"Citlivost myši"
		"citadel_settings_mousezoomsensitivity"			"Poměr citlivosti přiblížení"
		"citadel_settings_keybinddefaults"				"Resetovat klávesové zkratky na výchozí"
		"citadel_settings_pingwheeldefaults"			"Resetovat kolečko na výchozí"
		"citadel_settings_abilitieskeybinds"			"Schopnosti"
		"citadel_settings_itemkeybinds"					"Předměty"
		"citadel_settings_movementkeybinds"				"Pohyb"
		"citadel_settings_misckeybinds"					"Různé"
		"citadel_settings_communicationkeybinds"		"Komunikace"
		"citadel_settings_spectatorkeybinds"			"Sledování"
		"citadel_settings_replaykeybinds"				"Záznamy"
		"citadel_settings_ping_wheel_contextual"		"Povolit kontextový slot"
		"citadel_settings_ping_wheel_contextual_desc"	"Kontextový slot se mění při hraní automaticky v závislosti na aktuálním kontextu."
		"citadel_settings_ui_language"					"Jazyk:"
		"citadel_settings_language_change_title"		"Je vyžadován restart"
		"citadel_settings_language_change_body"			"Pro použití změn jazyka restartuj hru."

		"citadel_confirm_reset_crosshair"					"Opravdu chceš resetovat hodnoty zaměřovacího kříže na výchozí?"
		"citadel_settings_crosshair"						"Zaměřovací kříž"
		"citadel_settings_crosshair_size"					"Zaměřovač"
		"citadel_settings_crosshair_pip_gap"				"Mezera"
		"citadel_settings_crosshair_pip_width"				"Šířka"
		"citadel_settings_crosshair_pip_height"				"Výška"
		"citadel_settings_crosshair_pip_border"				"Zobrazovat okraje čárek"
		
		"citadel_settings_crosshair_color"					"Barva"
		"citadel_settings_crosshair_color_r"				"Červená"
		"citadel_settings_crosshair_color_g"				"Zelená"
		"citadel_settings_crosshair_color_b"				"Modrá"
		
		"citadel_settings_crosshair_visibility"				"Tečka"
		"citadel_settings_crosshair_pip_opacity"			"Průhlednost čárek"
		"citadel_settings_crosshair_dot_opacity"			"Průhlednost tečky"
		"citadel_settings_crosshair_dot_outline_opacity"	"Průhlednost vytažení tečky"

		"citadel_settings_crosshair_defaults"				"Resetovat na výchozí"


		"citadel_settings_rendering"					"Vykreslování"
		"citadel_settings_basicvideosettings"			"Zjednodušené nastavení"
		"citadel_settings_advancedvideosettings"		"Pokročilá nastavení"
		"citadel_settings_fastestvideo"					"Výkon"
		"citadel_settings_appearancevideo"				"Vzhled"
		"citadel_settings_ssao"							"Kvalita SSAO"
		"citadel_settings_ssao_desc"					"Screen Space Ambient Occlusion („zastínění okolím v obraze“) odhaduje měkké kontaktní stíny za pomoci dat aktuálně vykreslených v obraze.<br><br>Dopad na výkon: střední/konzistentní."
		"citadel_settings_ssao_quality_off"				"Vypnuto"
		"citadel_settings_ssao_quality_low"				"Nízká"
		"citadel_settings_ssao_quality_med"				"Střední"
		"citadel_settings_ssao_quality_high"			"Vysoká"
		"citadel_settings_ssao_quality_ultra"			"Ultra"
		"citadel_settings_post_bloom"					"Postprocessingový bloom"
		"citadel_settings_post_bloom_desc"				"Vypouštěním světla ze světlejších částí obrazu simuluje nedokonalosti čoček kamery a dává vizuální podněty vyššímu jasu.<br><br>Dopad na výkon: malý/konzistentní."
		"citadel_settings_effects_bloom"				"Bloom efektů"
		"citadel_settings_effects_bloom_desc"			"Umožňuje zakreslovat efekty přímo do vyrovnávací paměti efektu bloom, výsledkem čehož je lepší vizuál.<br><br>Dopad na výkon: malý/konzistentní."
		"citadel_settings_fxaa"							"Vyhlazování"
		"citadel_settings_fxaa_desc"					"Redukuje „zubaté“ artefakty způsobené podvzorkováním obrazu. Experimentální implementace – aktuálně podporujeme FXAA.<br><br>Dopad na výkon: malý/konzistentní."
		"citadel_settings_fsr2"							"FSR2"
		"citadel_settings_fsr2_desc"					"Experimentální integrace technologie AMD FidelityFX Super Resolution 2 a jejího temportálního vyhlazování / upscalování."
		"citadel_settings_distancefield_shadows"		"Poziční stíny"
		"citadel_settings_distancefield_shadows_desc"	"Zajišťuje, že dynamické objekty vrhají stíny v méně náročném světle bez stínových map.<br><br>Dopad na výkon: střední/proměnlivý."
		"citadel_settings_distancefield_reflections"	"Poziční odrazy"
		"citadel_settings_distancefield_reflections_desc" "Experimentální funkce používající poziční data pro zastínění zrcadlením. Výkon je tím horší, čím více postav se nachází na obrazovce, ale v budoucích aktualizacích by mělo dojít ke zlepšení.<br><br>Dopad na výkon: velký/proměnlivý."
		"citadel_settings_area_lights"					"Plošná světla"
		"citadel_settings_area_lights_desc"				"Zajišťuje, že velké nebo nepravidelně tvarované zdroje světla (např. různé paprsky) jsou vykreslovány správně. Dopad na výkon může být větší na slabších počítačích.<br><br>Dopad na výkon: malý/konzistentní."
		"citadel_settings_depth_of_field"				"Hloubka ostrosti"
		"citadel_settings_depth_of_field_desc"			"Simuluje proměnlivou ohniskovou vzdálenost a clonu objektivu. V současném stavu by tato možnost neměla mít vliv na výkon.<br><br>Dopad na výkon: zanedbatelný."
		"citadel_settings_displacement_mapping"			"Mapování přesunů"
		"citadel_settings_displacement_mapping_desc"	"Efekt v obraze zajišťující věrnější nerovnosti na herní geometrii.<br><br>Dopad na výkon: střední/konzistentní."
		"citadel_settings_mboit"						"MBOIT"
		"citadel_settings_mboit_desc"					"Experimentální funkce zajišťující konzistentnější vykreslování efektů, které ale mají zároveň nižší rozlišení než zbytek snímku."
		"citadel_settings_motion_blur"					"Rozmazání pohybu"
		"citadel_settings_motion_blur_desc"				"Experimentální efekt rozmazání pohybu týkající se pouze objektů."
		"citadel_settings_motion_blur_off"				"Vypnuto"
		"citadel_settings_motion_blur_objects_only"		"Zapnuto"
		"citadel_settings_motion_blur_player_only"		"Pouze hráč"
		"citadel_settings_screen_space_shadows"			"Kontaktní stíny"
		"citadel_settings_screen_space_shadows_desc"	"Aktuálně nepoužito."
		"citadel_settings_camera_volume_cutout"			"Výřez kamery"
		"citadel_settings_camera_volume_cutout_desc"	"Aktuálně nepoužito."
		"citadel_settings_render_portals"				"Vykreslování portálů"
		"citadel_settings_vsync"						"Vertikální synchronizace"
		"citadel_settings_vsync_desc"					"Eliminuje trhání obrazu, ale navyšuje latenci vstupů."
		"citadel_settings_fog_quality"					"Kvalita mlhy"
		"citadel_settings_fog_quality_low"				"Nízká"
		"citadel_settings_fog_quality_med"				"Střední"
		"citadel_settings_fog_quality_high"				"Vysoká"
		"citadel_settings_dfao"							"Kvalita DFAO"
		"citadel_settings_dfao_desc"					"Distance Field Ambient Occlusion („poziční zastínění okolím“) odhaduje měkké kontaktní stíny vrhané postavami a dynamickými objekty za pomoci pozičních dat.<br><br>Dopad na výkon: střední/proměnlivý."
		"citadel_settings_dfao_quality_off"				"Vypnuto"
		"citadel_settings_dfao_quality_low"				"Nízká"
		"citadel_settings_dfao_quality_med"				"Střední"
		"citadel_settings_dfao_quality_high"			"Vysoká"
		"citadel_settings_dfao_quality_ultra"			"Ultra"
		"citadel_settings_texturequality"				"Kvalita textur"
		"citadel_settings_texturequality_desc"			"Nižší kvalita se rovná nižšímu rozlišení textur a možnému zlepšení výkonu na slabších počítačích."
		"citadel_settings_texturequality_low"			"Nízká"
		"citadel_settings_texturequality_med"			"Střední"
		"citadel_settings_texturequality_high"			"Vysoká"
		"citadel_settings_upscaling"					"Technologie upscalování"
		"citadel_settings_upscaling_desc"				"Generuje snímky ve vysokém rozlišení z interních, rychleji vykreslovaných snímků v nízkém rozlišení.<br><br>FSR2 používá temporální vyhlazování (TAA).<br><br>Dopad na výkon: střední/konzistentní."
		"citadel_settings_upscaling_none"				"Žádná"
		"citadel_settings_upscaling_fsr"				"FSR"
		"citadel_settings_upscaling_fsr2"				"FSR2 (TAA)"
		"citadel_settings_antialiasing"					"Vyhlazování"
		"citadel_settings_antialiasing_desc"			"Postprocessingový efekt vyhlazování používaný, když není povolena technologie FSR2.<br><br>Dopad na výkon: malý/konzistentní."
		"citadel_settings_antialiasing_none"			"Žádné"
		"citadel_settings_antialiasing_fxaa"			"FXAA"
		"citadel_settings_antialiasing_cmaa"			"CMAA"
		"citadel_settings_particlequality"				"Kvalita efektů"
		"citadel_settings_particlequality_desc"			"Umožňuje pro zlepšení výkonu vypnout nepotřebné části efektů. Aktuálně nepoužito."
		"citadel_settings_particlequality_low"			"Nízká"
		"citadel_settings_particlequality_med"			"Střední"
		"citadel_settings_particlequality_high"			"Vysoká"
		"citadel_settings_renderquality"				"Kvalita vykreslování"
		"citadel_settings_renderquality_desc"			"Poměr škálování pro výpočet interního rozlišení vykreslování. Nižší hodnoty zajišťují rychlejší vykreslování, zatímco vyšší hodnoty zajišťují ostřejší obraz s méně artefakty."
		"citadel_settings_fsr2scaling"					"Režim škálování"
		"citadel_settings_fsr2scaling_desc"				"Nativní vyhlazování – 1× škálování<br>Kvalita – 1,5× škálování<br>Balanc – 1,7× škálování<br>Výkon – 2× škálování<br>Ultra výkon – 3× škálování<br><br>Dopad na výkon: velký/konzistentní."
		"citadel_settings_fsr2scaling_native"			"Nativní vyhlazování"
		"citadel_settings_fsr2scaling_quality"			"Kvalita"
		"citadel_settings_fsr2scaling_balanced"			"Balanc"
		"citadel_settings_fsr2scaling_performance"		"Výkon"
		"citadel_settings_fsr2scaling_ultra_performance"	"Ultra výkon"
		"citadel_settings_fps_max"						"Maximální počet snímků za sekundu"
		"citadel_settings_fps_max_tip"					"Hodnoty mimo posuvník lze nastavit pomocí možnosti spuštění „+fps_max“.\nZmíněné hodnoty posuvník zakáží."
		"citadel_settings_fsr"							"FidelityFX Super Resolution"
		"citadel_settings_fsr_tooltip"					"Nabízí vysoce kvalitní upscalování obrazu, pokud je kvalita vykreslování nižší než 100%.\nVyžaduje povolené vyhlazování."
		"citadel_settings_render_system"				"Vykreslování"
		"citadel_settings_render_system_tooltip"		"Verze DirectX"
		"citadel_settings_render_system_recommended"	"doporučeno"
		"citadel_settings_low_latency"					"Nízká latence (NVIDIA Reflex)"
		"citadel_settings_lowlatency_off"				"Vypnuto"
		"citadel_settings_lowlatency_on"				"Zapnuto"
		"citadel_settings_lowlatency_boost"				"Zapnuto + Boost"
		"citadel_settings_low_latency_tooltip_off"		"Režim nízké latence nebude použit."
		"citadel_settings_low_latency_tooltip_on"		"Režim nízké latence bude použit a vylepší prodlevu mezi akcí myši/klávesnice a jejím projevením na obrazovce."
		"citadel_settings_low_latency_tooltip_boost"	"Režim nízké latence bude použit a vylepší prodlevu mezi akcí myši/klávesnice a jejím projevením na obrazovce. Plus budou využity funkce, které mohou v zájmu zajištění co nejnižší latence více zatížit GPU a mírně ovlivnit počet snímků za sekundu."
		"citadel_settings_low_latency_amd"				"AMD Anti-Lag 2.0"


		"citadel_settings_contextual_slot"				"[Kontextový slot]"
		"citadel_settings_contextual_slot_label"		"Kontextový slot kolečka ukazovátka"
		"citadel_settings_chat_wheel_all"				"[VŠICHNI]"

		"Citadel_GraphicsDriverWarning_Title"				"Varování: Zastaralé ovladače grafické karty"
		"Citadel_GraphicsDriverOutOfDateWarning_AMD"		"Pro dosažení optimálního herního zážitku navštiv podporu společnosti AMD a stáhni si nejnovější ovladače své grafické karty."
		"Citadel_GraphicsDriverOutOfDateWarning_Nvidia"		"Pro dosažení optimálního herního zážitku navštiv podporu společnosti NVIDIA a stáhni si nejnovější ovladače své grafické karty."

		"citadel_keybind_alt"							"ALT"
		"citadel_keybind_shift"							"SHIFT"
		"citadel_keybind_ctrl"							"CTRL"
		"citadel_keybind_windows"						"WIN"
		"citadel_keybind_command"						"CMD"
		"citadel_keybind_melee"							"Útok na blízko (úder)"
		"citadel_keybind_ability1"						"1. schopnost"
		"citadel_keybind_ability2"						"2. schopnost"
		"citadel_keybind_ability3"						"3. schopnost"
		"citadel_keybind_ability4"						"4. schopnost"
		"citadel_keybind_item1"							"1. předmět"
		"citadel_keybind_item2"							"2. předmět"
		"citadel_keybind_item3"							"3. předmět"
		"citadel_keybind_item4"							"4. předmět"
		"citadel_keybind_item5"							"5. předmět"
		"citadel_keybind_forward"						"Pohyb vpřed"
		"citadel_keybind_backwards"						"Pohyb vzad"
		"citadel_keybind_left"							"Úkrok doleva"
		"citadel_keybind_right"							"Úkrok doprava"
		"citadel_keybind_mantle"						"Skok/vyšplhání"
		"citadel_keybind_attack"						"Střelba"
		"citadel_keybind_ads"							"Přiblížení"
		"citadel_keybind_ping"							"Ukazovátko"
		"citadel_keybind_quick_response"				"Rychlá odpověď"
		"citadel_keybind_extra_info"					"Dodatečné informace"
		"citadel_keybind_alt_cast"						"Seslání na sebe"
		"citadel_keybind_alt_cast_modifier"				"Modifikační klávesa pro seslání na sebe"
		"citadel_keybind_replay_death"					"Přehrání úmrtí"
		"citadel_keybind_upgrade_ability_1"				"Vylepšení 1. schopnosti"
		"citadel_keybind_upgrade_ability_2"				"Vylepšení 2. schopnosti"
		"citadel_keybind_upgrade_ability_3"				"Vylepšení 3. schopnosti"
		"citadel_keybind_upgrade_ability_4"				"Vylepšení 4. schopnosti"
		"citadel_keybind_chat_all"						"Zpráva všem"
		"citadel_keybind_chat_team"						"Zpráva týmu"
		"citadel_keybind_mouse_wheel"					"Kolečko ukazovátka"
		"citadel_keybind_held_item"						"Vykrytí úderu/hození předmětu"
		"citadel_keybind_cancel_ability"				"Zrušení schopnosti"
		"citadel_keybind_teleport_to_objective"			"Teleportace"
		"citadel_keybind_spec_next_target"				"Následující cíl (sledování)"
		"citadel_keybind_spec_prev_target"				"Předchozí cíl (sledování)"
		"citadel_keybind_spec_change_Team"				"Změna sledovaného týmu"
		"citadel_keybind_toggle_spec_camera"			"Změna režimu kamery (sledování)"
		"citadel_keybind_spectator_fly_up"				"Pohyb nahoru"
		"citadel_keybind_spectator_fly_down"			"Pohyb dolů"
		"citadel_keybind_spec_in_eye"					"Kamera z pohledu hráče"
		"citadel_keybind_spec_chase"					"Kamera za zády hráče"

		"citadel_keybind_replay_next_target"				"Následující cíl (záznam)"
		"citadel_keybind_replay_prev_target"				"Předchozí cíl (záznam)"
		"citadel_keybind_replay_change_Team"				"Změna sledovaného týmu"
		"citadel_keybind_toggle_replay_camera"				"Změna režimu kamery (záznam)"
		"citadel_keybind_replay_fly_up"						"Pohyb nahoru (záznam)"
		"citadel_keybind_replay_fly_down"					"Pohyb dolů (záznam)"
		"citadel_keybind_increase_replay_speed"				"Zvýšení rychlosti přehrávání"
		"citadel_keybind_decrease_replay_speed"				"Snížení rychlosti přehrávání"
		"citadel_keybind_toggle_replay_pause"				"Pozastavení přehrávání"

		"citadel_keybind_dev_console"					"Vývojářská konzole"
		"citadel_keybind_alt_modifier"					"Náhrada za klávesu ALT"
		"citadel_keybind_open_hero_sheet"				"Otevření obchodu"
		"citadel_keybind_scoreboard"					"Tabulka statistik"
		"citadel_keybind_roll"							"Výpad"
		"citadel_keybind_reload"						"Přebití"
		"citadel_keybind_pause"							"Pozastavení zápasu"
		"citadel_keybind_toggle_mute"					"Ztlumení/zrušení ztlumení"
		"citadel_keybind_crouch"						"Přikrčení/sklouznutí"
		"citadel_keybind_push_to_talk"					"Aktivace mikrofonu"
		"citadel_keybind_push_to_talk_party"			"Aktivace mikrofonu (skupina)"
		"citadel_reset_keybind"							"Resetovat klávesy?"
		"citadel_confirm_reset_keybindings"				"Opravdu chceš resetovat klávesové zkratky na výchozí?"
		"citadel_switch_camera_teammate_1"				"Sledování 1. spoluhráče"
		"citadel_switch_camera_teammate_2"				"Sledování 2. spoluhráče"
		"citadel_switch_camera_teammate_3"				"Sledování 3. spoluhráče"
		"citadel_switch_camera_teammate_4"				"Sledování 4. spoluhráče"
		"citadel_switch_camera_teammate_5"				"Sledování 5. spoluhráče"
		"citadel_keybind_toggle_free_cursor"			"Zpřístupnění kurzoru"

		"citadel_mute_game_audio"						"Ztlumit zvuky hry"
		"citadel_unmute_game_audio"						"Zrušit ztlumení zvuků hry"
		"citadel_game_audio_muted"						"Jsou ztlumeny zvuky hry"
		"citadel_game_audio_press_unmute"				"Stiskem [{s:key_toggle_mute}] ztlumení zrušíš"
